bugFixingId;bugFixingTs;bugFixingFileChanged;bugInducingId;bugInducingTs;issueId;note
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/ConstantPoolGen.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/ElementValueGen.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/EnumElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/Instruction.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/InstructionComparator.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/LDC.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/SimpleElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/Type.java;;;BCEL-232;
3eb7299f4fad1fd95c13c81c7b67cdf2cc86b93d;2015-08-16T18:25:33+0900;src/examples/ProxyCreator.java;;;BCEL-110;No changed lines, only additions
9f307d3947513e9008eda54b9d9dfdcdf76b4031;2015-08-16T16:51:45+0900;src/changes/changes.xml;;;BCEL-110;
9f307d3947513e9008eda54b9d9dfdcdf76b4031;2015-08-16T16:51:45+0900;src/main/java/org/apache/commons/bcel6/util/JavaWrapper.java;;;BCEL-110;
b4d4d168b6077c8c6a35257dee0967fbb85398c5;2015-08-15T07:22:47+0900;src/main/java/org/apache/commons/bcel6/generic/MethodGen.java;;;BCEL-79;
b4d4d168b6077c8c6a35257dee0967fbb85398c5;2015-08-15T07:22:47+0900;src/test/java/org/apache/commons/bcel6/PLSETestCase.java;;;BCEL-79;No changed lines, only additions
b4d4d168b6077c8c6a35257dee0967fbb85398c5;2015-08-15T07:22:47+0900;src/test/java/org/apache/commons/bcel6/data/PLSETestClass.java;;;BCEL-79;No changed lines, only additions
5292a12753c590a62a21f991057db3c4ed5d3775;2015-08-14T07:04:00+0900;src/changes/changes.xml;;;BCEL-110;No changed lines, only additions
5292a12753c590a62a21f991057db3c4ed5d3775;2015-08-14T07:04:00+0900;src/main/java/org/apache/commons/bcel6/util/ClassLoader.java;;;BCEL-110;No changed lines, only additions
35ac47dc112c69259622bf1f702aa809c5307ecd;2015-08-14T06:21:12+0900;src/changes/changes.xml;;;BCEL-208;No changed lines, only additions
35ac47dc112c69259622bf1f702aa809c5307ecd;2015-08-14T06:21:12+0900;src/main/java/org/apache/commons/bcel6/generic/LocalVariableGen.java;;;BCEL-208;
35ac47dc112c69259622bf1f702aa809c5307ecd;2015-08-14T06:21:12+0900;src/main/java/org/apache/commons/bcel6/generic/MethodGen.java;;;BCEL-208;
35ac47dc112c69259622bf1f702aa809c5307ecd;2015-08-14T06:21:12+0900;src/test/java/org/apache/commons/bcel6/PLSETestCase.java;;;BCEL-208;No changed lines, only additions
35ac47dc112c69259622bf1f702aa809c5307ecd;2015-08-14T06:21:12+0900;src/test/java/org/apache/commons/bcel6/data/PLSETestClass.java;;;BCEL-208;No changed lines, only additions
ecdc6f1f11178c29c812ecd5725c2a2818d3f255;2015-08-14T04:50:41+0900;src/changes/changes.xml;;;BCEL-217;No changed lines, only additions
